workstream,method,param,rung,eval,prr,n_seeds,mode,source_csv
F5-linear,anchored-wMSP,1.0,LOO-long,factscore,0.1452,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,LOO-long,factscore,0.2217,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,LOO-long,med_quad,0.1416,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,LOO-long,med_quad,0.1685,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,LOO-long,pubmed_qa,0.1906,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,LOO-long,pubmed_qa,0.2258,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,LOO-long,samsum,0.1875,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,LOO-long,samsum,0.2058,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,LOO-long,xsum,0.1160,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,LOO-long,xsum,0.1501,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,asqa,0.2075,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,asqa,0.2430,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,cnn_dailymail,0.1140,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,cnn_dailymail,0.1207,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,expertqa,0.1423,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,expertqa,0.1560,3,anchor,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,factscore,0.1705,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,factscore,0.1907,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,med_quad,0.0942,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,med_quad,0.0947,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,pubmed_qa,0.0954,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,pubmed_qa,0.0955,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,samsum,0.1714,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,samsum,0.2072,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,xsum,0.1531,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,1.0,SameTask-long,xsum,0.1552,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,asqa,0.2072,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,asqa,0.2358,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,cnn_dailymail,0.1149,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,cnn_dailymail,0.1167,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,expertqa,0.0013,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,expertqa,0.0083,3,anchor,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,factscore,0.1377,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,factscore,0.1634,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,med_quad,0.1211,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,med_quad,0.1315,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,pubmed_qa,0.1912,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,pubmed_qa,0.2331,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,samsum,0.0709,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,samsum,0.1998,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,xsum,0.0941,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,1ds-Diff-long,xsum,0.1339,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,asqa,0.2107,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,asqa,0.2723,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,cnn_dailymail,0.1010,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,cnn_dailymail,0.1020,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,expertqa,0.0462,3,anchor,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,expertqa,0.0608,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,factscore,0.1715,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,factscore,0.2576,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,med_quad,0.1053,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,med_quad,0.1487,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,pubmed_qa,0.1511,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,pubmed_qa,0.1918,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,samsum,0.0375,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,samsum,0.0849,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,xsum,-0.0563,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,DiffTask-long,xsum,-0.0729,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,asqa,0.4617,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,asqa,0.4999,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,cnn_dailymail,0.4755,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,cnn_dailymail,0.4998,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,expertqa,0.4332,3,anchor,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,expertqa,0.4394,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,factscore,0.5432,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,factscore,0.5478,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,med_quad,0.3702,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,med_quad,0.3786,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,pubmed_qa,0.5562,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,pubmed_qa,0.5930,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,samsum,0.4036,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,samsum,0.4295,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,xsum,0.2850,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,ID,xsum,0.3214,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,asqa,0.1931,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,asqa,0.2281,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,cnn_dailymail,0.1246,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,cnn_dailymail,0.1247,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,expertqa,0.0481,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,expertqa,0.0835,3,anchor,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,factscore,0.1268,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,factscore,0.1787,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,med_quad,0.1411,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,med_quad,0.1430,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,pubmed_qa,0.1406,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,pubmed_qa,0.1476,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,samsum,0.1531,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,samsum,0.2062,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,xsum,0.1310,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,LOO-long,xsum,0.1316,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,asqa,0.2370,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,asqa,0.2407,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,cnn_dailymail,0.1170,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,cnn_dailymail,0.1245,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,expertqa,0.1358,3,anchor,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,expertqa,0.1572,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,factscore,0.1458,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,factscore,0.1900,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,med_quad,0.0920,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,med_quad,0.1304,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,pubmed_qa,0.1004,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,pubmed_qa,0.1144,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,samsum,0.1265,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,samsum,0.2270,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,xsum,0.1252,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,10.0,SameTask-long,xsum,0.1775,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,asqa,0.2082,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,asqa,0.2151,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,cnn_dailymail,0.0949,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,cnn_dailymail,0.1167,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,expertqa,0.0248,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,expertqa,0.0393,3,anchor,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,factscore,0.1856,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,factscore,0.2348,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,med_quad,0.1183,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,med_quad,0.1361,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,pubmed_qa,0.1882,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,pubmed_qa,0.2529,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,samsum,0.1075,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,samsum,0.1869,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,xsum,0.1035,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,1ds-Diff-long,xsum,0.1486,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,asqa,0.2547,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,asqa,0.2783,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,cnn_dailymail,0.1195,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,cnn_dailymail,0.1348,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,expertqa,0.0601,3,anchor,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,expertqa,0.0818,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,factscore,0.2314,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,factscore,0.2630,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,med_quad,0.1054,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,med_quad,0.1154,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,pubmed_qa,0.1280,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,pubmed_qa,0.1375,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,samsum,0.0440,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,samsum,0.0850,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,xsum,-0.0728,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,DiffTask-long,xsum,-0.0853,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,asqa,0.4553,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,asqa,0.4844,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,cnn_dailymail,0.4783,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,cnn_dailymail,0.4860,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,expertqa,0.4567,3,anchor,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,expertqa,0.4596,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,factscore,0.5578,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,factscore,0.5689,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,med_quad,0.3579,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,med_quad,0.3594,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,pubmed_qa,0.5322,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,pubmed_qa,0.5730,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,samsum,0.4243,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,samsum,0.4266,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,xsum,0.3161,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,ID,xsum,0.3256,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,asqa,0.2375,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,asqa,0.2467,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,cnn_dailymail,0.1271,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,cnn_dailymail,0.1514,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,expertqa,0.0384,3,anchor,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,expertqa,0.0573,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,factscore,0.1586,3,anchor,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,factscore,0.2499,3,random,anchor_msp_min_factscore__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,med_quad,0.1142,3,anchor,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,med_quad,0.1712,3,random,anchor_msp_min_med_quad__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,pubmed_qa,0.1662,3,random,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,pubmed_qa,0.1692,3,anchor,anchor_msp_min_pubmed_qa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,samsum,0.1882,3,anchor,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,samsum,0.2082,3,random,anchor_msp_min_samsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,xsum,0.1339,3,random,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,LOO-long,xsum,0.1355,3,anchor,anchor_msp_min_xsum__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,SameTask-long,asqa,0.2525,3,anchor,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,SameTask-long,asqa,0.2701,3,random,anchor_msp_min_asqa__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,SameTask-long,cnn_dailymail,0.1225,3,anchor,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,SameTask-long,cnn_dailymail,0.1261,3,random,anchor_msp_min_cnn_dailymail__meta-llama_Meta-Llama-3.1-8B.csv
F5-linear,anchored-wMSP,2.0,SameTask-long,expertqa,0.1295,3,random,anchor_msp_min_expertqa__meta-llama_Meta-Llama-3.1-8B.csv
